,latitude,longitude,year,week_no,SulphurDioxide_SO2_column_number_density,SulphurDioxide_SO2_column_number_density_amf,SulphurDioxide_SO2_slant_column_number_density,SulphurDioxide_cloud_fraction,SulphurDioxide_sensor_azimuth_angle,SulphurDioxide_sensor_zenith_angle,SulphurDioxide_solar_azimuth_angle,SulphurDioxide_solar_zenith_angle,SulphurDioxide_SO2_column_number_density_15km,CarbonMonoxide_CO_column_number_density,CarbonMonoxide_H2O_column_number_density,CarbonMonoxide_cloud_height,CarbonMonoxide_sensor_altitude,CarbonMonoxide_sensor_azimuth_angle,CarbonMonoxide_sensor_zenith_angle,CarbonMonoxide_solar_azimuth_angle,CarbonMonoxide_solar_zenith_angle,NitrogenDioxide_NO2_column_number_density,NitrogenDioxide_tropospheric_NO2_column_number_density,NitrogenDioxide_stratospheric_NO2_column_number_density,NitrogenDioxide_NO2_slant_column_number_density,NitrogenDioxide_tropopause_pressure,NitrogenDioxide_absorbing_aerosol_index,NitrogenDioxide_cloud_fraction,NitrogenDioxide_sensor_altitude,NitrogenDioxide_sensor_azimuth_angle,NitrogenDioxide_sensor_zenith_angle,NitrogenDioxide_solar_azimuth_angle,NitrogenDioxide_solar_zenith_angle,Formaldehyde_tropospheric_HCHO_column_number_density,Formaldehyde_tropospheric_HCHO_column_number_density_amf,Formaldehyde_HCHO_slant_column_number_density,Formaldehyde_cloud_fraction,Formaldehyde_solar_zenith_angle,Formaldehyde_solar_azimuth_angle,Formaldehyde_sensor_zenith_angle,Formaldehyde_sensor_azimuth_angle,UvAerosolIndex_absorbing_aerosol_index,UvAerosolIndex_sensor_altitude,UvAerosolIndex_sensor_azimuth_angle,UvAerosolIndex_sensor_zenith_angle,UvAerosolIndex_solar_azimuth_angle,UvAerosolIndex_solar_zenith_angle,Ozone_O3_column_number_density,Ozone_O3_column_number_density_amf,Ozone_O3_slant_column_number_density,Ozone_O3_effective_temperature,Ozone_cloud_fraction,Ozone_sensor_azimuth_angle,Ozone_sensor_zenith_angle,Ozone_solar_azimuth_angle,Ozone_solar_zenith_angle,UvAerosolLayerHeight_aerosol_height,UvAerosolLayerHeight_aerosol_pressure,UvAerosolLayerHeight_aerosol_optical_depth,UvAerosolLayerHeight_sensor_zenith_angle,UvAerosolLayerHeight_sensor_azimuth_angle,UvAerosolLayerHeight_solar_azimuth_angle,UvAerosolLayerHeight_solar_zenith_angle,Cloud_cloud_fraction,Cloud_cloud_top_pressure,Cloud_cloud_top_height,Cloud_cloud_base_pressure,Cloud_cloud_base_height,Cloud_cloud_optical_depth,Cloud_surface_albedo,Cloud_sensor_azimuth_angle,Cloud_sensor_zenith_angle,Cloud_solar_azimuth_angle,Cloud_solar_zenith_angle,emission
NitrogenDioxide_cloud_fraction,0.0007028238646047834,0.00606172074909209,-0.009811100169066122,0.01386055646372548,-0.008693891305320061,0.19396621351644583,-0.006495267937375903,0.5328556347583893,-0.048659731029162455,0.1525100909336552,-0.0066447562454696706,0.03263990973649322,-0.018261248321837485,-0.03582836227908424,0.02228467547558535,0.21605098320471924,-0.004186573851275508,-0.04478686379164584,0.14237727997541436,-0.022785715311803685,0.03284803586500706,-0.07986681992433972,-0.06516289195613834,-0.031565773774992284,0.03804692134343797,-0.01627145346588927,0.16541182910267835,1.0,0.07622000502121422,-0.12102770320428632,0.17081110497200838,-0.026117725499034655,0.11270519363658695,-0.0888674296311666,0.20701105188423316,-0.04154960932963647,0.49336481454212683,0.06700800419226859,-0.02106505260131055,0.17829605976159568,-0.07981191874777718,0.0658330859218641,-0.0068343117893387316,-0.03655964524775252,0.1111544374296448,-0.024343833959528893,0.017620390809344175,-0.007962020848425712,0.126966177052758,0.111518591508993,-0.04562359361643689,0.25222649536119396,-0.03906002254214046,0.11208914706986581,-0.024395279665602457,0.01843756258405918,0.07289693097727212,-0.07650514152065396,-0.14356118811782928,0.1266860486603329,0.09515862720892679,0.028959847487733156,-0.030166303846776293,0.10356868155874678,-0.021234264676441086,0.008414138281621329,-0.00901915880054784,-0.0004904400073432475,0.0007180755292549383,0.0913633839197558,-0.005363029825859221,-0.009783588998179401,-0.024048980407482008,0.004524608453963896,0.02245642739489716
NitrogenDioxide_sensor_altitude,-0.5009952590134388,-0.09471706947364285,0.015216469727680634,0.09939587325946608,-0.01783880758742656,0.07275236520386566,-0.019009008524395847,0.09780732059599136,-0.56509762602451,-0.14831434273742092,-0.062260961859896234,0.4482685364529596,-0.01289461023269833,-0.059990977485658896,0.012607940827708539,0.008322286178353844,0.6387675055238539,-0.33302483355244555,-0.0021926632223150297,-0.06601474678443801,0.20628959409372613,0.0438141709414588,0.012043407130763949,0.08475013779423854,-0.0013318989054145903,0.023404540071442593,0.27631381466902105,0.07622000502121422,1.0,-0.6941520372968547,-0.1297729026097214,-0.07823866820634846,0.5947420577135716,-0.06871337673678425,0.09329247764642727,-0.043037730958670764,0.12498946404226738,0.38308872063336596,-0.0665251604015269,-0.0862101664631961,-0.5101538433571772,0.025841599411178015,0.6093221968028883,-0.24090552879517388,-0.007931239291880759,-0.06890096788903949,0.09942280459146267,-0.013865814898290299,0.030088519323314016,0.014533470517012327,-0.016023622464156277,0.01199303127118316,-0.24196288096848864,-0.007126839335893931,-0.06881988880937094,0.10068072498232201,-0.1603149200114288,0.16129289026187238,0.31942784637679633,-0.3383969323482999,-0.3114850307249166,-0.2481983912873312,0.34966988437327395,0.031016276405906557,0.02585592643357522,-0.01692799810756062,0.02392561599241,-0.016094781950298814,-0.003993592229153197,0.016087013079567836,-0.1261347393798151,0.01678490633637887,-0.0675582985375366,0.06636212244171501,0.027540002156437888
NitrogenDioxide_sensor_azimuth_angle,-0.001446118610613782,-0.01241889712055744,-0.007128593701897864,-0.03257629043838762,0.022344416350862716,-0.12259826508458795,0.02446384905903766,-0.16428811394063247,0.8447454444991056,0.02618722052381689,0.03911881729755532,-0.45395410329143937,0.020007478176335726,0.03533543676293682,-0.0868258166354319,-0.05853208096471607,-0.29554098131047324,0.5248081018138642,-0.02307111839045403,0.042837855217902,-0.2128549070073933,-0.038711411119229364,-0.01344579728812873,-0.07269793119830553,-0.07340180755050596,-0.016063823274752066,-0.36780179470203356,-0.12102770320428632,-0.6941520372968547,1.0,-0.012728903403003752,0.05301664422070548,-0.5886834168717998,0.06180948138204672,-0.11851491506629577,0.029226815752678582,-0.15181031822637273,-0.38183454274667383,0.04389318738777479,-0.002431873880826098,0.7444435033489897,-0.04228101035865765,-0.15516092780956323,0.3714625710090001,-0.003757727593090119,0.048763712541441524,-0.07732727010084531,0.0028430255544504243,-0.02742770393787968,-0.016971762830278913,0.014010280326158987,-0.044769926301581664,0.3733656415891359,-0.004869744324942363,0.0484383019469722,-0.07895443419128984,0.18876544100421822,-0.19553766810464482,-0.18427935931043096,0.1685987110967413,0.5766691148451133,-0.05699357379493639,-0.10433643799324187,-0.04025793302018115,0.02175127747876588,-0.02596696159886992,0.027901178942670628,-0.029182297508986595,0.012659906608486444,-0.10706676088345352,0.18413779399164928,0.008214868805814249,0.04725525846220327,-0.041003387815296714,-0.02710440823583604
NitrogenDioxide_sensor_zenith_angle,-0.025548555681968364,0.01591600399244414,0.043323769338330584,-0.06829321882853366,-0.002280204745270804,-0.05712338777505369,-0.004426003333322059,0.1796989890319726,0.02368547308371684,0.8334834598108857,0.034970802655766096,0.0020935416060931717,-0.020312593307299055,0.0024317034463053173,-0.032732242609943375,0.06587195124558574,-0.04080238552394833,-0.000924012635671897,0.5151897696561473,0.032390861128987994,0.02439802959378154,0.037268796954057395,0.03015715016742596,0.020792811068933187,0.5508524247684146,-0.04818530045990855,0.2597231365220044,0.17081110497200838,-0.1297729026097214,-0.012728903403003752,1.0,0.03507492247273148,0.05442623282808603,-0.006885630069583048,0.03932163100778844,0.006937541715222133,0.1303009840130299,0.0277340656559259,0.03200179684095719,0.7352830216429556,-0.005504394644944395,0.0798899490968371,-0.013645857664573052,0.032251882566524316,0.3576537598921023,0.02927840261142166,-0.008894895680991279,0.008283276442884605,0.29659724290635664,0.2755481316309798,0.010016312444191077,0.05011795322284407,0.03292647059924974,0.35452138016540646,0.02926223211516498,-0.009849033175183104,0.22631107178681253,-0.21744475765264742,-0.4922973503065096,0.5032746631477463,0.1650022578141276,0.2574236972999592,-0.1447576030279958,-0.0005024435408227867,0.02221927705102009,-0.03589706567144782,0.024356941835219293,-0.037835670016338536,-0.1036334686791622,-0.05056314012885038,0.043177111186002065,0.13624222587792065,0.027274420212561788,-0.021592462847794702,-0.007444753596823388
NitrogenDioxide_solar_azimuth_angle,-0.03640824968757461,-0.03696642839787783,0.027713031364390163,-0.09642469358553586,0.03640500796936235,-0.17745858184593374,0.03318444407895641,0.02387438496168224,0.014872529680309403,0.0346055553360175,0.9960419010653574,0.18106387491307482,0.02793567128578115,-0.005019161735409135,-0.17845308284447386,-0.3101762801839103,-0.029576131762628476,0.004845670672434436,0.01917355244984111,0.9894422651792927,0.19532148175961753,0.21597556650830188,0.1707426809480485,0.16581275272216733,0.17442018994402061,0.2536727130087223,0.013130596945814747,-0.026117725499034655,-0.07823866820634846,0.05301664422070548,0.03507492247273148,1.0,0.12367147050944184,0.12956477383233891,-0.15974817360710716,0.08048067559097226,-0.005585476138865846,0.1659470176227612,0.9933630702964689,0.025994103151584402,0.021687154176831997,-0.06471253463964345,-0.03522805129778369,0.032414577202958074,-0.021415788717820346,0.9890479400462506,0.21201092149342332,0.43682704253312504,0.06585428227331529,0.274289490196141,0.3410663915940724,-0.30035923937597847,0.031222909404094654,-0.020276790832358834,0.9891205785415504,0.21109862223312822,0.05254067679286003,-0.0499972649092952,-0.3695377131516433,0.2697178087503402,-0.018944335788084587,0.9929757989954833,-0.1812794005283486,-0.2797642586878069,0.3526883191748867,-0.27799069356168454,0.3587749334930541,-0.2830570108133689,-0.2328374069035247,-0.17620498912962065,-0.028075149592360918,0.06386192944047116,0.9871823054405058,0.23797786298129225,-0.03341705974333271
NitrogenDioxide_solar_zenith_angle,-0.030521062530613454,0.001417919054888494,0.011867540996208212,0.3298370617250901,0.027866634224567564,0.08154211197751851,0.03492313894410903,0.11847002201918452,-0.4761251581691422,-0.0035551971662859923,0.14934618887911408,0.9068408953451356,0.03281067341292438,-0.15435884307084802,-0.06598551516456605,-0.04040491550136456,0.24884942826524928,-0.2937729823437048,0.08241249920356493,0.13354095872939115,0.7477484054631112,0.17388214915947095,0.08417890707950544,0.2501895831337161,0.2749505896429068,0.09271823841519251,0.2445521092851654,0.11270519363658695,0.5947420577135716,-0.5886834168717998,0.05442623282808603,0.12367147050944184,1.0,-0.06156748534280602,0.11730750948350893,-0.02198422226409939,0.14293483176716393,0.852411575803572,0.13147860409943488,0.03179231518600907,-0.43345599905774057,-0.02476000804234159,0.16318894177419183,-0.18334351958350037,0.05430336255268781,0.12789488081597955,0.7135639227211052,-0.1683152263873492,0.2963184190317992,0.18160348499747353,0.1682559204770676,-0.046668877019904076,-0.1831856340090936,0.056736778796402425,0.12801632288158235,0.7146715691567517,-0.19080878975206578,0.19366494754652028,0.27081766032995336,-0.23098700250909954,-0.24164031496039765,-0.1836542478702644,0.6834914945982775,-0.027900551954249456,0.19082108041524654,-0.1344036926651089,0.19001716609109187,-0.13664485444349156,-0.06383112260468618,0.19338474384527965,-0.08821583552029193,0.0810217757828176,0.12793192663000655,0.6622312398810022,0.005469379297091471
Formaldehyde_tropospheric_HCHO_column_number_density,0.03159029802095674,-0.020876140837752428,0.06252667801576642,-0.03568729680573438,0.015460202430591296,-0.2878209791059356,0.007282646007002582,-0.08164487346801805,0.06445606074250917,-0.012606398175104165,0.11969300854246419,-0.0691395800410488,0.004557090555873411,0.24173285951337634,-0.02796499769703699,-0.06137781350306729,-0.050651693664305386,0.042908981072918614,-0.0421371275027879,0.1102798690940733,-0.0578346217217772,0.26178956206667886,0.26075320456661893,0.07926361899091397,0.15938429320142458,0.08698509875049028,0.11180464021419467,-0.0888674296311666,-0.06871337673678425,0.06180948138204672,-0.006885630069583048,0.12956477383233891,-0.06156748534280602,1.0,-0.3416385159220064,0.9222339571474096,-0.032989574923295545,-0.09440913362442618,0.10880677861058743,-0.016849225746079673,0.09403155789716922,0.06877612376509279,-0.04610925398075581,0.025366407461425846,-0.025341344493106165,0.10983235535247456,-0.04834361887506133,0.12329109366723391,-0.044743263393276146,0.02076632598396306,0.06359288833198866,-0.09306656972379437,0.026680837120567645,-0.028823955205067895,0.11009717970891875,-0.048851953828840576,0.003762632669406104,0.0004323203821748698,-0.08202761240261831,0.06765316746774791,-0.06705378241830204,0.36590666725290966,-0.040754150707844335,-0.06696937687616704,-0.0054686991948373325,0.007442970753409494,-0.0031299136335963297,0.004902497412065306,-0.08639670186442358,-0.18360920015856919,0.01980417173622655,-0.00016689026294238469,0.10977776023829143,-0.04573024712474485,-0.033332723439440125
Formaldehyde_tropospheric_HCHO_column_number_density_amf,-0.00450769104934319,0.03144087456769666,0.008668563567091723,0.0781955873403614,-0.03874080736906293,0.7259056985813963,-0.01650643208988526,0.24858304006298473,-0.08006468959179645,0.031199871386481986,-0.13933804651292164,0.09052494310881117,-0.016988188069322233,-0.24563345426032104,-0.11643346389396216,-0.06639663125515542,0.04816559922439922,-0.07004534731610573,0.0672001426928316,-0.12310792498574136,0.0924117451499094,-0.18813066531493697,-0.18612279149190464,-0.0684181632858598,-0.06923370095002573,-0.0833173959258496,-0.08703899385381275,0.20701105188423316,0.09329247764642727,-0.11851491506629577,0.03932163100778844,-0.15974817360710716,0.11730750948350893,-0.3416385159220064,1.0,-0.07742319559821784,0.1188809830221668,0.08845469808752969,-0.11931635772049361,0.0005455817817155486,-0.07457680728762892,-0.0595363296388301,0.030841227186816644,-0.03873793034340602,0.05145143754000695,-0.12169981319191064,0.07542990301474858,-0.13049500284462826,0.09316625501572286,0.018590662938088757,-0.003751201640143224,0.15031477437501833,-0.04095883466082065,0.056181470587947265,-0.12217194358772865,0.07602329631495318,0.14368321357595135,-0.1443253892621384,0.06874140751766511,-0.027921921235087247,0.1911235909910743,-0.5118155118535656,-0.07634815408009042,0.11531599875304058,0.19752565308313322,-0.17167461510759036,0.1984776348070018,-0.17127841240559624,0.10666272466107601,0.2915894922158007,-0.01620611253437327,-0.00451412237872499,-0.12119178231818292,0.0646055147640326,0.04026290944701478
Formaldehyde_HCHO_slant_column_number_density,0.029936537342524296,-0.01455542271415964,0.08623324988417565,-0.002676450950507166,0.007763173762578224,-0.11485883476412714,0.006556765457695711,-0.024214300422008728,0.042473158837701676,-0.0032462278801521677,0.07599736141613528,-0.037035224656796345,0.0030164098318184005,0.18498936916624256,-0.07460461242259467,-0.08286710958391252,-0.04136237413308303,0.025600400231156385,-0.01683045040328909,0.07464906783997077,-0.026508390041438974,0.2324704882506341,0.22757448681371797,0.0764086580799489,0.16276931527846417,0.07599509815396262,0.094213354006612,-0.04154960932963647,-0.043037730958670764,0.029226815752678582,0.006937541715222133,0.08048067559097226,-0.02198422226409939,0.9222339571474096,-0.07742319559821784,1.0,-0.01444636583242125,-0.06131449723530556,0.07334332881054385,-0.01889466331775007,0.07256330517871357,0.0517387533166676,-0.03799329805868156,0.013382677538416713,-0.004749585422691715,0.07444374239983663,-0.017884549459857235,0.08971935447003958,-0.008682931632762656,0.036428031712779134,0.07139989040130323,-0.05491490923029086,0.014500587342125806,-0.006696803561130675,0.07452105710110085,-0.018428856971278097,0.04707622125549254,-0.04293180983809501,-0.05917851893983204,0.06450291886720504,-0.04494819003500953,0.24019474075560243,-0.06229389365670572,-0.03446531113737553,0.0623511400462251,-0.05391882503330614,0.0669243012604688,-0.05778399577289096,-0.0652346694124702,-0.10762473705551685,0.01757622288875516,0.0021696916338695485,0.07444771357420732,-0.020064268084515086,-0.0228736734483639
Formaldehyde_cloud_fraction,-0.007200324422442118,0.0042578935721911985,0.12998134307294015,0.08619056492756783,-0.008989713114437366,0.16211136154258987,-0.006601457027987731,0.6946745529187398,-0.05524862052238778,0.10738831978774463,0.02349082032012598,0.03337423022307591,-0.012865301901857919,0.002851471438057201,0.01627155660478335,0.26286504873630895,-0.022183760906889487,-0.01564195976864979,0.1863921489073776,-0.017076973753242127,0.016253599296475962,0.019166881498171272,-0.01969523974134019,0.09387700294480283,0.11611180184112956,0.09214412211765213,0.05094882626419846,0.49336481454212683,0.12498946404226738,-0.15181031822637273,0.1303009840130299,-0.005585476138865846,0.14293483176716393,-0.032989574923295545,0.1188809830221668,-0.01444636583242125,1.0,0.048677270703642445,-0.019497489830465023,0.2863109837347123,-0.05391003212560061,0.07842451860885066,0.003012521585474392,-0.03204221726638658,0.16772067269752378,-0.020493066379919853,0.01757771164056807,0.03504405770643793,0.1935828640220847,0.19200634147301987,-0.037813702504141365,0.44024246843164894,-0.03349712059884986,0.1700137507512607,-0.020550988809372808,0.01771299482219986,0.11023553838686544,-0.11461716753482071,-0.08704334614593622,0.06273941108776845,0.0970009314549325,-0.0705363782576357,0.030895541064883892,0.29416066820457826,-0.0876272989802498,0.07712874435735255,-0.05910872080134349,0.05531060053330648,-0.027660112335925028,0.03547049237623335,0.019048657323939632,0.01905377320773451,-0.019938140817701584,-0.0036520410879232333,0.0012538751803702075
Formaldehyde_solar_zenith_angle,-0.02161862010675836,0.012869316293216507,-0.05195140778190714,0.28668855066931515,0.04222725712992078,0.07486491141012494,0.048665138695781616,0.04044193186949664,-0.4147265916839035,-0.03519935353325697,0.18577130992794508,0.882260418405785,0.046862286442838796,-0.15786004414660848,-0.060531565845067296,-0.06965656284103218,0.26868002693118154,-0.31571412582040376,0.03975680783934215,0.16688431762575348,0.7830424219788658,0.16024321757013466,0.08632718820990752,0.21036960875979166,0.23852918963572775,0.0939960743529684,0.1309404520969912,0.06700800419226859,0.38308872063336596,-0.38183454274667383,0.0277340656559259,0.1659470176227612,0.852411575803572,-0.09440913362442618,0.08845469808752969,-0.06131449723530556,0.048677270703642445,1.0,0.16187042595481854,-0.008132088154531448,-0.5885042968412977,-0.03316003099208468,0.17845949816339957,-0.22822091959830887,0.028293578948887826,0.1623653388909732,0.7600115816342154,-0.1784779446634962,0.28592232679942436,0.1647105156992758,0.15954075828723982,-0.10776784236127536,-0.22932406468508165,0.031334712707270986,0.1623985147421557,0.7622022117923934,-0.20587813219966594,0.21264063602055028,0.2296159268006811,-0.17519047879853383,-0.23680215576063046,-0.084155873610984,0.6490499006130036,-0.08085693341799907,0.20793518523516547,-0.14982027151035107,0.20386459572984214,-0.14915636746829056,-0.06442609290804911,0.19852045303416366,-0.1801871982312989,0.07188685750393918,0.16172612962794997,0.7352992140536722,-0.003779822355921541
Formaldehyde_solar_azimuth_angle,-0.030813630216143067,-0.01943246572390449,0.026193630931552133,-0.07839877309118855,0.03774883507325262,-0.1515028626232597,0.033146155672685126,0.02264954500989574,0.004420014351877525,0.031130253326761694,0.9952840437120072,0.18434978609268363,0.027644700934938576,-0.010708842131048158,-0.1740373741567017,-0.3063364754829696,-0.022707091851664866,-0.008033617188804175,0.018397762882035228,0.9919074854432772,0.19551988211146554,0.21580029816380797,0.17052996626109646,0.16553791763860207,0.17240316171346937,0.2538145317683264,0.012124471409608022,-0.02106505260131055,-0.0665251604015269,0.04389318738777479,0.03200179684095719,0.9933630702964689,0.13147860409943488,0.10880677861058743,-0.11931635772049361,0.07334332881054385,-0.019497489830465023,0.16187042595481854,1.0,0.01888440184464144,0.008091564020936238,-0.04964994045530324,-0.032183728579007746,0.013346841676200783,-0.011210519268078771,0.9914736991268575,0.21347487695363088,0.44717500604779564,0.07626624001564072,0.2930481863128819,0.3480268383462165,-0.278233153953786,0.012806681297626483,-0.010111745149485206,0.991596287177037,0.21233613210743205,0.051501322229572294,-0.04889789025841437,-0.3630551517081105,0.26275283086486784,-0.02542769422795224,0.9921122116885279,-0.17960649820692293,-0.2685797987259379,0.3486360965252381,-0.26862929441983474,0.35453481426051087,-0.2737288087887737,-0.2220342649727413,-0.17141486374827106,-0.040059604323869506,0.06665111260292454,0.9905664778015417,0.2375752183214886,-0.030814888817233977
Formaldehyde_sensor_zenith_angle,-0.016746706618568263,-0.0004445394323763464,-0.004034876715392323,-0.0638036981992026,0.009965696862193774,-0.041483609172613,0.00757907711183697,0.20811216207265726,0.04627307390588124,0.7833156916357321,0.028646644808645504,-0.03330357059555961,-0.005954667615134915,-0.02484099834151411,-0.0546409428672016,0.09762906783366483,-0.08716499467714016,0.02263721519788148,0.5584164100890553,0.019836709683557472,-0.009408330278303189,0.007001334467254358,0.004330233189471775,0.00023451317430864057,0.39693491653667223,-0.04965754198640434,0.20145650626013342,0.17829605976159568,-0.0862101664631961,-0.002431873880826098,0.7352830216429556,0.025994103151584402,0.03179231518600907,-0.016849225746079673,0.0005455817817155486,-0.01889466331775007,0.2863109837347123,-0.008132088154531448,0.01888440184464144,1.0,0.018481796617195474,0.16083280540659872,-0.025110036397334702,0.019403532336134396,0.44148895325638343,0.016988218660118543,-0.018870863315080276,-0.005657327017123038,0.3846024066817296,0.3482191970882318,-0.03558497671238413,0.12994236477711768,0.02037227266851413,0.4427873289395158,0.017074953691982288,-0.02033012211183698,0.24730175954116124,-0.2418599322042582,-0.4723622415460206,0.4478932753771646,0.1843204735574729,0.21797557420657793,-0.10868665446777286,0.06687766341150214,-0.04943584854945294,0.02353565000789233,-0.04273441169972003,0.018178254291016833,-0.05340220307556655,0.01480226497629721,0.03615267191208824,0.2748770664515462,0.01483761550464973,-0.032437149190181334,-0.0048787742126754335
Formaldehyde_sensor_azimuth_angle,-0.003371276063556487,-0.024962032854501298,0.059753356400335696,0.014707628255943139,0.01109893231098221,-0.1003355559094993,0.014358433831603705,-0.07954701245125799,0.7943488763299236,0.04168100103767594,0.008150495038591095,-0.450474487755731,0.008913295374184279,0.030080745145910602,-0.09622848810773522,-0.03534452108244488,-0.3444297963709822,0.5667048749428523,-0.0043836245623758525,0.007210831510160206,-0.25750895611400315,-0.014716427591042372,-0.0057215197283030286,-0.027844582779346472,-0.03976396292123188,-0.012999224668206657,-0.27475784013495125,-0.07981191874777718,-0.5101538433571772,0.7444435033489897,-0.005504394644944395,0.021687154176831997,-0.43345599905774057,0.09403155789716922,-0.07457680728762892,0.07256330517871357,-0.05391003212560061,-0.5885042968412977,0.008091564020936238,0.018481796617195474,1.0,-0.03940435218617712,-0.1799020705434452,0.42757523178337686,0.006074197838751227,0.012571247815943097,-0.10464165466932394,-0.009479778417691103,-0.02076906518702326,-0.016519590611430976,0.021277015658077787,0.03167343325633198,0.43047777072962345,0.0062510226477733586,0.012283153638912123,-0.10716367319910759,0.19449279428234678,-0.20192494260792243,-0.1796922875626217,0.16868988474008778,0.5644846578836057,-0.11827171787976459,-0.09122845609840272,0.017592107842340856,0.004211027463158998,-0.0032944740042980683,0.0144141886067223,-0.009959800500045983,0.02136602544135817,-0.09291336390539114,0.31499661362468234,0.0053803019390088426,0.012482468290374476,-0.09640078774318882,-0.02121595548034495
UvAerosolIndex_absorbing_aerosol_index,0.033453736881721076,0.0017887722755721496,0.01408663463383823,0.0946131419896037,-0.04764794974662329,-0.07422820789334542,-0.04729676128042633,0.029258653945563016,-0.003285447140848626,0.13373409515404097,-0.04374580563503824,-0.06744734914434192,-0.050715229347731795,0.1766862083481499,-0.1894464972891894,-0.01842581901835434,0.017738358038941304,-0.05683939319477241,0.12817483374512306,-0.07175005621061814,-0.02552394339949326,0.2995436058788418,0.15788991642643857,0.40122252688866344,0.3211185346160524,0.14264709154793737,0.6423557620231336,0.0658330859218641,0.025841599411178015,-0.04228101035865765,0.0798899490968371,-0.06471253463964345,-0.02476000804234159,0.06877612376509279,-0.0595363296388301,0.0517387533166676,0.07842451860885066,-0.03316003099208468,-0.04964994045530324,0.16083280540659872,-0.03940435218617712,1.0,0.12090328533426178,-0.23675412137199248,0.16960318636966396,-0.08297653796120862,0.030277405064455608,0.04391138081983617,0.1920204371415668,0.19116052900233313,-0.018503934876909885,0.3788125708858924,-0.23984672653666606,0.17128318652198446,-0.08315385038502257,0.032026698797345474,-0.10461852965389166,0.10433243361284082,-0.06215462736858156,0.019643130396863592,-0.22417643548519536,0.40573464856893027,0.09846677657994635,0.3400202666219688,-0.10707264298099047,0.02718155771483734,-0.08355018281023523,0.012724263387334562,0.27642259858132434,-0.10102455176047177,-0.15517933067464376,0.07520280709030408,-0.08803884469869695,0.005458021865344126,0.007020076582456629
UvAerosolIndex_sensor_altitude,-0.7822518662336165,-0.1619722579720776,0.055063204424341726,0.06230844726526348,-0.004937493114043569,-0.012651948639548962,-0.00590749944697297,-0.008566627150490039,-0.145408387693063,-0.03445731304054563,-0.03253348313640771,0.14727880819475556,-0.003836981997955906,-0.08425730967864171,-0.07772391216383669,-0.08247915550798161,0.7263989539329772,-0.189783437935056,-0.014078526119773473,-0.03936953393233104,0.16680637394682396,0.04719353212022757,0.03051724291408616,0.05034897416000996,0.04613634468558156,0.03861237913082429,0.06183067972626789,-0.0068343117893387316,0.6093221968028883,-0.15516092780956323,-0.013645857664573052,-0.03522805129778369,0.16318894177419183,-0.04610925398075581,0.030841227186816644,-0.03799329805868156,0.003012521585474392,0.17845949816339957,-0.032183728579007746,-0.025110036397334702,-0.1799020705434452,0.12090328533426178,1.0,-0.4482815113074812,-0.037906294733010305,-0.04210590759421363,0.25013370392988005,-0.015704182094693382,0.08450723742838581,0.06191678521867967,0.0012818033364194257,-0.01332280003057495,-0.44152079394932664,-0.019635506317844262,-0.04330000071583801,0.24645618311011175,-0.06293191470907902,0.07014209231118772,0.09046883147210406,-0.07388406311976686,-0.23724583132894075,-0.12448544269155526,0.2990655022585409,0.007910021642047835,0.09322544091066996,-0.07928360556469528,0.09535767866763538,-0.07992717081728802,-0.012708533575353398,-0.0855191391891588,-0.331563196600406,0.0030503167153564407,-0.04658208723173308,0.2173142034411053,-0.00353164949800907
UvAerosolIndex_sensor_azimuth_angle,-0.007539202303105846,0.019806381694970544,-0.04374127363483139,0.03858186859110191,0.001084188119382849,-0.07136991880561898,0.00029544012353214535,-0.03196641527448159,0.3795476332154829,0.035351200799906744,0.017515045436373115,-0.1872008198477034,-0.003901450586549093,0.039843657104588655,-0.022152432028875336,0.016081042224649473,-0.2865285807899934,0.498718058408502,0.008944241475622202,0.00969016123702016,-0.2184326270938014,-0.015162409381295554,-0.007130801133512943,-0.025697343404872123,-0.012872449476138713,-0.030263201187642315,-0.10595268530525033,-0.03655964524775252,-0.24090552879517388,0.3714625710090001,0.032251882566524316,0.032414577202958074,-0.18334351958350037,0.025366407461425846,-0.03873793034340602,0.013382677538416713,-0.03204221726638658,-0.22822091959830887,0.013346841676200783,0.019403532336134396,0.42757523178337686,-0.23675412137199248,-0.4482815113074812,1.0,-0.04480014598290529,0.022046431144109372,-0.3191848751585996,-0.013567510597063985,-0.18024912729932172,-0.1587703020127694,0.04407655290664231,-0.04164452372599655,0.9921697769574235,-0.0621067197905609,0.023005202900593776,-0.3158144805746331,0.1488220182601182,-0.15686571476942107,-0.05085464313898777,0.04103047510712561,0.4938415891359342,-0.11869733475584356,-0.12690258034740143,-0.046184497381117004,0.007951515610605175,-0.017504698393906608,0.011163846040617233,-0.019935500139698498,-0.059098850560668714,-0.054833847686530074,0.7595953295964823,-0.05177278724474302,0.027877227735034375,-0.27489790021631894,0.008298862562672066
